104,178,600,.921,-1.338,-13.78,75.1,4.978,5.161,146.7,203.4,440.1,440.1,1.559,14,-10.46,6.076
104,178,700,1.382,-.042,-13.01,74.8,4.883,5.069,143.9,206.8,439.9,439.9,1.557,15.28,-9.78,5.789
104,178,800,1.875,1.359,-11.91,74.4,4.695,4.854,142.4,208,439.4,439.4,1.554,15.1,-8.83,5.514
104,178,900,2.349,2.66,-10.56,74.1,4.53,4.682,146.4,204.4,438.4,438.4,1.549,13.75,-7.43,5.423
104,178,1000,2.769,3.597,-9.15,73.7,4.378,4.494,147.8,202.2,437.2,437.2,1.545,13.76,-5.771,5.344
104,178,1100,3.11,4.166,-7.82,74.2,4.111,4.222,150.5,199.4,436.1,436.1,1.541,13.42,-4.097,5.031
104,178,1200,3.356,5.443,-6.466,74.2,3.95,4.061,157.2,192.6,434.8,434.8,1.537,13.33,-2.429,4.626
104,178,1300,3.485,5.544,-5.372,74.3,3.71,3.823,157.1,193,433.8,433.8,1.534,13.29,-.986,4.377
104,178,1400,3.467,5.878,-4.102,72.9,2.795,2.858,160.5,189.4,433,433,1.531,13.25,.131,3.646
104,178,1500,3.325,5.83,-3.319,72,2.378,2.443,168.7,181.9,431.8,431.8,1.53,13.2,.542,2.907
104,178,1600,3.087,5.658,-3.116,72.3,2.303,2.376,163.1,186.7,431.2,431.2,1.529,13.28,.534,2.835
104,178,1700,2.764,3.962,-2.532,72.7,1.639,1.683,165.1,184.7,431,431,1.529,13.77,.793,2.548
104,178,1800,2.36,1.231,-1.818,72.3,1.03,1.087,172,178.3,430.8,430.8,1.529,14.26,1.066,1.359
104,178,1900,1.922,-1.133,-2.202,74.6,.8,.796,160.3,181,430.9,430.9,1.53,13.53,.652,1.039
104,178,2000,1.47,-2.573,-4.528,84,1.056,1.087,104.5,231.9,430.7,430.7,1.533,14.31,-.62,1.254
104,178,2100,1.047,-3.824,-6.835,88.1,1.577,1.743,103.9,241.7,432.1,432.1,1.538,13.75,-2.386,1.96
104,178,2200,.676,-5.325,-8.99,89.3,2.127,2.335,117.1,232.5,433.6,433.6,1.543,13.58,-4.52,2.679
104,178,2300,.372,-6.42,-10.92,88.1,3.018,3.216,122.4,227.4,435.2,435.2,1.549,13.49,-6.661,3.652
104,179,0,.166,-6.092,-12.66,88.1,3.967,4.166,124.5,226.4,436.8,436.8,1.554,13.41,-8.44,4.619
104,179,100,.074,-5.996,-14.48,88.1,4.356,4.548,126.6,222.9,438.1,438.1,1.56,13.32,-10.3,5.044
104,179,200,.068,-5.458,-15.87,86.8,4.67,4.869,129.7,221.8,439.1,439.1,1.564,13.26,-11.86,5.285
104,179,300,.118,-5.685,-16.62,85.1,5.041,5.24,130.6,219.6,439.5,439.5,1.566,13.23,-12.86,6.109
104,179,400,.264,-5.307,-16.77,82.9,4.966,5.175,132.8,216.8,439.7,439.7,1.567,13.32,-13.19,5.775
104,179,500,.541,-3.46,-16.08,79.8,5.31,5.521,136.8,214.4,439.7,439.7,1.567,14.59,-12.87,6.024
104,179,600,.929,-1.495,-15.38,78.6,5.186,5.379,138.1,212.3,439.4,439.4,1.565,14.6,-12.29,6.102
104,179,700,1.382,-.174,-14.05,76.6,5.045,5.232,142.8,208,439.3,439.3,1.561,14.85,-10.99,5.795
104,179,800,1.867,1.17,-12.5,76.2,5.044,5.195,150.4,200.2,438.5,438.5,1.556,14.19,-9.51,6.324
104,179,900,2.33,2.523,-11.04,77.1,4.664,4.794,146.3,204.3,437.3,437.3,1.552,14.31,-7.98,6.357
104,179,1000,2.742,3.75,-9.67,76.9,4.832,4.973,150.6,200.8,436.2,436.2,1.548,14.44,-6.288,6.128
104,179,1100,3.081,5.119,-8.42,76.2,5.168,5.339,155.8,195,435.2,435.2,1.543,13.45,-4.61,6.435
104,179,1200,3.28,6.919,-7.15,74.8,5.017,5.195,161.6,187.8,434,434,1.54,13.35,-3.032,5.906
104,179,1300,3.425,7.42,-6.18,73.5,5.026,5.197,161.9,188.2,433.1,433.1,1.537,13.38,-1.719,5.952
104,179,1400,3.417,7.83,-5.382,74.9,4.779,4.926,171.6,178.7,432.5,432.5,1.534,13.75,-.851,5.769
104,179,1500,3.29,6.581,-4.339,76.4,4.001,4.028,193.9,157.1,431.9,431.9,1.532,13.36,-.219,4.959
104,179,1600,3.069,4.371,-3.947,78.2,3.356,3.307,211,142.9,431.9,431.9,1.531,14.06,-.045,4.377
104,179,1700,2.756,3.45,-3.592,77.2,2.692,2.663,198.8,152.3,431.7,431.7,1.531,13.45,.027,3.312
104,179,1800,2.367,1.893,-3.524,78.6,2.054,2.059,200.8,151,432,432,1.531,13.59,.098,3.064
104,179,1900,1.936,-.32,-4.134,82.8,1.889,1.985,180,170.4,431.9,431.9,1.532,14.76,-.34,2.28
104,179,2000,1.489,-2.555,-5.358,87,1.808,1.96,153.6,195.9,432.3,432.3,1.535,13.6,-1.338,2.195
104,179,2100,1.054,-4.061,-6.76,89,1.815,2.013,148.3,201,432.9,432.9,1.538,14.9,-2.501,2.417
104,179,2200,.67,-5.304,-8.51,91.3,2.227,2.442,149.4,200.8,433.6,433.6,1.543,14.2,-4.049,3.09
104,179,2300,.362,-6.154,-9.93,92.4,2.722,2.942,142.1,207.7,435.3,435.3,1.547,13.63,-5.591,3.587
104,180,0,.162,-5.941,-11.75,93.1,3.172,3.389,133.2,216.7,436.7,436.7,1.553,13.48,-7.55,3.685
104,180,100,.073,-5.774,-13.44,94.1,4.07,4.279,130.3,221.2,438.1,438.1,1.557,13.36,-9.16,5.841
104,180,200,.065,-5.121,-14.86,93.8,5.343,5.554,130,220.3,438.8,438.8,1.562,13.29,-10.77,6.579
104,180,300,.114,-5.124,-15.63,94.7,6.204,6.454,127.1,224,439.6,439.6,1.564,13.27,-11.73,7.6
104,180,400,.259,-4.746,-15.41,93.7,6.567,6.833,129.9,219.7,439.6,439.6,1.564,13.35,-11.73,7.83
104,180,500,.533,-2.95,-14.81,88.3,6.233,6.48,132.7,218.7,439.3,439.3,1.563,14.9,-11.47,7.51
104,180,600,.921,-1.43,-14.54,86.8,5.639,5.864,131.8,218.5,439.3,439.3,1.563,14.14,-11.26,6.782
104,180,700,1.385,-.31,-14.04,84.2,6.39,6.632,132.5,219.1,439,439,1.561,14.59,-10.79,7.58
104,180,800,1.872,1.004,-12.8,81.7,6.239,6.468,134.8,216.3,438.6,438.6,1.558,14.11,-9.61,7.31
104,180,900,2.334,2.434,-11.16,79.5,6.345,6.57,141.6,208.8,437.5,437.5,1.553,14.09,-7.9,7.72
104,180,1000,2.743,3.911,-9.82,77,5.86,6.064,141.1,209.7,436.1,436.1,1.549,14.04,-6.329,7.21
104,180,1100,3.071,5.372,-8.11,74.5,5.56,5.75,143.1,207,434.9,434.9,1.543,13.45,-4.292,6.664
104,180,1200,3.297,7.5,-6.778,73.9,5.051,5.215,144.6,205.7,433.5,433.5,1.54,13.37,-2.581,6.546
104,180,1300,3.4,7.98,-5.396,72.6,4.784,4.955,148.8,200.8,432.4,432.4,1.535,13.34,-.968,6.422
104,180,1400,3.397,8.75,-4.611,71.5,5.055,5.222,148.1,201.4,431.7,431.7,1.533,13.34,.086,6.311
104,180,1500,3.282,8.28,-3.981,70.7,4.507,4.678,150.9,198.7,430.7,430.7,1.531,13.53,.469,5.397
104,180,1600,3.076,6.94,-3.607,71.3,3.995,4.155,146.5,205.3,430.3,430.3,1.53,13.68,.53,4.998
104,180,1700,2.741,4.91,-3.707,74.3,4.252,4.432,139,211.2,430.2,430.2,1.53,14.6,.747,5.194
104,180,1800,2.335,2.36,-3.835,75.4,3.898,4.074,156.3,193.8,430.8,430.8,1.531,13.83,.64,5.743
104,180,1900,1.925,.058,-4.387,78.5,3.427,3.6,164.7,185,431.4,431.4,1.532,13.68,.061,4.057
104,180,2000,1.464,-2.103,-5.337,83.9,2.832,3.003,170.3,179.2,432,432,1.535,14.34,-.986,3.868
104,180,2100,1.025,-3.879,-6.749,87.6,2.577,2.763,161.2,189.4,432.4,432.4,1.539,13.84,-2.316,3.241
104,180,2200,.648,-5.58,-8.11,88.8,3.41,3.618,160.9,189.3,434,434,1.542,14.78,-3.432,4.044
104,180,2300,.358,-6.785,-9.68,89.1,3.862,4.075,160,189.7,435.7,435.7,1.547,13.91,-5.229,4.619
104,181,0,.16,-6.732,-10.87,88.4,4.329,4.538,151.3,199,437.3,437.3,1.551,13.55,-6.57,5.37
104,181,100,.072,-6.447,-12.88,88.4,3.609,3.813,140.3,208.3,438.7,438.7,1.557,13.42,-8.6,4.711
104,181,200,.064,-5.586,-14.33,87.4,4.415,4.605,145.3,204.7,440.3,440.3,1.563,13.32,-10.17,6.285
104,181,300,.113,-5.87,-14.21,87.6,5.074,5.289,158.3,192,441.4,441.4,1.562,13.29,-10.31,6.579
104,181,400,.258,-5.567,-14.37,88.8,4.874,5.084,155.1,195.2,441.8,441.8,1.562,13.4,-10.55,5.684
104,181,500,.535,-3.515,-13.61,86.5,4.455,4.649,150,201.2,442.1,442.1,1.561,15.09,-10.22,5.9
104,181,600,.96,-1.094,-12.72,83.4,4.433,4.63,147.3,202.5,442.6,442.6,1.559,14.92,-9.47,5.704
104,181,700,1.295,.892,-11.59,82.2,4.408,4.576,149.9,200.3,442.7,442.7,1.555,15.17,-8.17,5.671
104,181,800,1.465,1.56,-10.66,81.4,4.216,4.354,149.4,200.7,442.3,442.3,1.552,14.97,-7.16,5.279
104,181,900,2.233,3.605,-9.3,80.7,4.506,4.653,141.5,207.1,442,442,1.549,14.28,-6.068,5.691
104,181,1000,2.818,4.743,-7.41,79.1,4.729,4.869,149,201.1,441.2,441.2,1.543,13.52,-4.069,5.841
104,181,1100,2.97,5.544,-6.42,79.1,4.817,4.983,159.2,190.5,439.9,439.9,1.54,13.4,-2.49,6.2
104,181,1200,2.943,5.522,-4.974,80.1,4.265,4.409,170.5,179.9,439.8,439.8,1.536,13.35,-.95,5.514
104,181,1300,3.737,9.42,-3.629,78.3,4.036,4.14,183.4,166.7,439.3,439.3,1.532,13.38,.211,5.109
104,181,1400,2.88,6.13,-3.619,79.5,3.583,3.671,180.1,170,438.3,438.3,1.532,13.26,.886,5.076
104,181,1500,3.019,7.48,-3.143,79.3,2.866,2.941,173.5,176.6,438.7,438.7,1.532,13.32,.515,4.005
104,181,1600,3,7.63,-3.029,78.9,3.528,3.669,164.2,185.3,438.2,438.2,1.531,13.31,1.016,4.58
104,181,1700,2.36,6.244,-3.256,81.3,4.023,4.187,161.9,188.7,438.3,438.3,1.531,14.5,1.289,5.299
104,181,1800,1.758,4.569,-3.298,84.3,3.717,3.863,161.8,187.8,439.3,439.3,1.531,14.61,1.5,4.978
104,181,1900,1.479,3.725,-3.195,82.3,2.979,3.101,165.2,184.3,440,440,1.531,13.98,1.467,3.717
104,181,2000,1.5,3.261,-3.141,83,2.742,2.861,162.9,186.7,440,440,1.532,13.64,1.302,3.319
104,181,2100,1.059,-2.41,-3.708,85.3,2.285,2.437,162.2,189,439.4,439.4,1.534,13.66,.735,3.064
104,181,2200,.6,-4.72,-5.09,89.6,1.99,2.214,139.2,210.1,440.1,440.1,1.539,13.91,-.291,2.535
104,181,2300,.207,-5.631,-6.424,90.6,2.285,2.519,144.7,205.2,441.5,441.5,1.543,13.63,-1.304,2.653
104,182,0,.068,-5.383,-8.12,92.5,2.333,2.551,136.6,213.8,443.3,443.3,1.548,13.42,-2.919,2.796
104,182,100,.058,-4.93,-8.75,90.8,3.05,3.248,147.2,202.7,444.4,444.4,1.55,13.33,-4.072,3.979
104,182,200,.054,-4.9,-9.88,88.8,3.11,3.32,138.6,210.5,444.6,444.6,1.554,13.28,-5.256,3.731
104,182,300,.069,-4.675,-11.27,87.8,3.8,4,132.4,217.9,445.2,445.2,1.558,13.25,-6.76,4.704
104,182,400,.192,-2.604,-11.79,86.9,4.498,4.687,131.3,220.5,445.8,445.8,1.56,13.27,-7.55,5.201
104,182,500,.505,.347,-10.55,85.4,4.47,4.636,134,215.8,445.8,445.8,1.557,14.07,-6.848,5.292
104,182,600,.623,.5,-10,85.4,4.422,4.588,135,215.3,445.1,445.1,1.555,14.07,-5.918,5.181
104,182,700,1.069,1.349,-9.39,83.9,4.711,4.889,132.9,218.4,444.7,444.7,1.554,14.19,-5.558,5.88
104,182,800,1.722,2.658,-8.79,80.9,5.012,5.197,133.7,216.9,444,444,1.553,14.2,-5.287,5.893
104,182,900,2.024,3.44,-7.75,80.7,4.211,4.358,138.4,211.4,443.5,443.5,1.551,14.01,-4.208,5.606
104,182,1000,2.046,4.334,-6.515,80.8,3.439,3.553,144.2,205.5,442.6,442.6,1.547,13.58,-2.656,4.338
104,182,1100,2.837,6.802,-4.94,77.3,4.025,4.161,147.5,202.1,441.7,441.7,1.542,13.42,-1.021,5.031
104,182,1200,3.095,9.01,-3.642,76,3.437,3.572,150.5,199.4,440.3,440.3,1.538,13.3,.751,4.482
104,182,1300,3.191,9.63,-2.738,75.3,2.726,2.827,152.1,198.4,439.3,439.3,1.535,13.26,1.837,3.613
104,182,1400,3.163,10.68,-2.019,75.4,2.106,2.206,150.6,199.7,438.4,438.4,1.534,13.23,2.467,2.953
104,182,1500,3.044,10.66,-1.486,75.1,1.64,1.753,136.2,213.7,437.4,437.4,1.536,13.23,2.423,2.372
104,182,1600,2.838,9.56,-2.094,77.2,2.289,2.445,126,224.7,436.9,436.9,1.535,13.22,2.268,2.783
104,182,1700,2.561,7.42,-2.332,77.8,2.575,2.744,124.3,226.3,437.3,437.3,1.534,13.38,2.057,3.234
104,182,1800,2.208,4.79,-2.709,78.4,2.805,2.995,128.2,222.1,437.5,437.5,1.535,13.78,1.911,3.404
104,182,1900,1.818,1.871,-3.231,82,2.541,2.73,124.2,225.1,437.9,437.9,1.537,14.25,1.258,3.012
104,182,2000,1.397,-.614,-3.846,83.5,2.886,3.09,134.4,216.3,438,438,1.538,13.77,.713,3.652
104,182,2100,.984,-2.738,-4.465,83.2,2.677,2.89,138,211.4,438.4,438.4,1.54,14.93,.165,3.156
104,182,2200,.614,-4.568,-5.388,84.5,2.686,2.897,134.7,215.7,438.7,438.7,1.542,14.21,-.682,3.208
104,182,2300,.324,-5.944,-6.364,85.2,2.973,3.191,132.7,217.5,439.6,439.6,1.545,13.71,-1.762,3.633
104,183,0,.14,-5.967,-7.76,85.4,4.145,4.375,130.3,220.2,440.5,440.5,1.549,13.54,-3.111,5.37
104,183,100,.065,-5.93,-9.06,83.7,5.134,5.384,130.2,220.5,441.3,441.3,1.553,13.42,-4.376,6.115
104,183,200,.06,-5.321,-9.99,81.8,5.505,5.774,129.8,221,442,442,1.556,13.32,-5.47,6.422
104,183,300,.094,-5.386,-10.86,80.9,5.831,6.111,132.5,216.8,442.4,442.4,1.559,13.3,-6.487,6.736
104,183,400,.225,-5.105,-11.31,80.3,5.891,6.169,132.4,217.4,442.5,442.5,1.56,13.34,-7.15,7
104,183,500,.477,-3.026,-11.45,80.6,6.134,6.407,131.6,218.5,442.5,442.5,1.562,14.03,-7.62,7.08
104,183,600,.835,-.799,-11.19,79.4,6.173,6.434,133.9,216.7,442.3,442.3,1.561,14.03,-7.52,7.32
104,183,700,1.263,.87,-10.39,77.5,6.085,6.355,133.5,216.5,442,442,1.559,14.4,-6.76,7.26
104,183,800,1.715,2.692,-8.74,75.8,5.45,5.668,141.1,210.6,441.2,441.2,1.555,14.01,-5.296,6.311
104,183,900,2.157,4.834,-7.24,74.5,5.927,6.156,150.4,200.3,440.2,440.2,1.55,13.66,-3.589,7.32
104,183,1000,2.557,6.728,-6.091,75,5.71,5.931,155.5,196.2,439.1,439.1,1.547,13.72,-2.148,6.827
104,183,1100,2.864,8.2,-4.785,76.3,5.462,5.669,158.2,190.6,437.9,437.9,1.543,13.37,-.497,6.644
104,183,1200,3.08,10.65,-3.479,75.6,4.764,4.941,169.8,180.3,437,437,1.539,13.31,1.024,6.083
104,183,1300,3.191,11.2,-2.466,74.1,3.702,3.858,173.6,176.3,436.2,436.2,1.537,13.28,2.19,4.822
104,183,1400,3.134,10.99,-2.187,75.6,3.387,3.555,170.6,179.3,435.6,435.6,1.537,13.25,2.633,4.593
104,183,1500,2.9,9.84,-1.971,76.5,2.889,3.073,162.2,186.9,434.9,434.9,1.538,13.23,2.662,3.384
104,183,1600,2.838,9.82,-1.895,78.4,2.964,3.141,160.1,189.7,435.3,435.3,1.542,13.36,2.278,3.567
104,183,1700,2.535,7.56,-2.198,80.9,3.283,3.47,164.5,185.8,435,435,1.542,14.17,2.322,3.829
104,183,1800,2.011,3.761,-2.495,83.4,2.944,3.13,166.8,184,435.5,435.5,1.542,13.57,2.206,3.489
104,183,1900,1.849,2.166,-2.796,84.4,2.552,2.744,159.8,190.2,436.2,436.2,1.541,14.07,1.606,3.143
104,183,2000,1.434,-.334,-3.528,85.9,2.662,2.859,149.9,199.3,436.2,436.2,1.542,14.36,1.009,3.26
104,183,2100,.917,-2.861,-4.428,87.6,2.653,2.875,150.3,200,436.3,436.3,1.544,14.7,.35,3.221
104,183,2200,.531,-4.725,-5.563,88.1,2.498,2.765,144.6,204.5,437.8,437.8,1.548,13.89,-.637,3.247
104,183,2300,.264,-5.946,-6.011,88.6,2.551,2.766,148.7,200.9,438.5,438.5,1.549,13.71,-1.32,3.391
104,184,0,.127,-6.196,-6.704,89.5,3.047,3.276,148.1,202,439.5,439.5,1.551,13.53,-2.09,4.234
104,184,100,.062,-6.027,-7.74,90.6,3.481,3.714,142.8,208.2,440.1,440.1,1.553,13.42,-2.919,4.175
104,184,200,.06,-5.656,-8.39,91.2,3.689,3.911,142.5,208.3,440.7,440.7,1.556,13.33,-3.88,4.325
104,184,300,.09,-6.12,-9.36,91.2,4.072,4.275,144.2,206.7,441.1,441.1,1.558,13.3,-4.841,4.711
104,184,400,.219,-5.974,-9.99,90.8,4.004,4.216,142.8,207.2,441.1,441.1,1.561,13.34,-5.615,5.005
104,184,500,.468,-3.877,-9.3,87.3,4.129,4.324,147.1,203.4,441.3,441.3,1.56,13.84,-5.46,5.331
104,184,600,.83,-1.61,-9.19,86.4,3.98,4.185,140.8,209.2,441,441,1.56,15.05,-5.478,4.665
104,184,700,1.235,.026,-8.52,85.6,4.198,4.382,142.8,208.8,440.8,440.8,1.559,14.67,-4.81,4.991
104,184,800,1.666,1.783,-7.41,85.1,4.686,4.873,143.1,207.5,440.1,440.1,1.555,14.17,-3.741,5.416
104,184,900,2.107,3.99,-6.003,84,4.117,4.267,143.9,207.1,438.8,438.8,1.551,13.91,-2.4,5.089
104,184,1000,2.511,6.079,-4.755,82.7,4.184,4.32,149.5,201.9,437.4,437.4,1.548,13.44,-.83,5.442
104,184,1100,2.824,7.98,-3.918,82.9,4.476,4.639,151.9,199,436.3,436.3,1.545,13.32,.481,5.86
104,184,1200,3.007,10.25,-3.03,82.7,4.091,4.254,157.1,193.3,435.3,435.3,1.542,13.28,1.606,4.933
104,184,1300,3.072,11.34,-2.378,82.3,3.321,3.468,163.4,187.1,434.7,434.7,1.541,13.33,2.43,4.345
104,184,1400,3.095,12.29,-2.115,82.7,3.19,3.355,164.3,185.9,433.7,433.7,1.543,13.25,2.781,4.123
104,184,1500,2.947,11.15,-1.99,82.9,2.91,3.069,162.6,186.8,433.1,433.1,1.546,13.23,2.538,3.685
104,184,1600,2.904,10.74,-1.814,82.3,2.763,2.924,157.3,192,432.8,432.8,1.547,13.31,2.249,3.495
104,184,1700,2.613,8.16,-1.845,82.5,2.562,2.74,156.6,192.6,432.4,432.4,1.55,13.38,2.262,2.999
104,184,1800,2.001,4.012,-2.489,85.1,2.799,2.992,155.2,194.3,432.7,432.7,1.553,13.49,2.247,3.698
104,184,1900,1.637,2.352,-2.78,85.8,2.552,2.741,156,194.2,433.4,433.4,1.555,14.35,1.876,3.051
104,184,2000,1.082,-.585,-3.687,88.5,2.99,3.199,157.8,191,433.5,433.5,1.557,13.6,1.33,3.652
104,184,2100,.687,-2.797,-4.527,90.4,2.815,3.014,159.1,190.6,434.1,434.1,1.56,14.24,.442,3.757
104,184,2200,.446,-3.459,-5.018,92,3.073,3.275,159.4,190.8,435.1,435.1,1.561,14.24,.024,3.992
104,184,2300,.196,-4.511,-5.247,92.5,3.921,4.14,158.5,191,435.6,435.6,1.562,13.75,-.125,4.946
104,185,0,.078,-4.687,-5.886,94.2,3.433,3.636,156.3,193.5,435.9,435.9,1.563,13.53,-.787,4.07
104,185,100,.054,-4.553,-5.867,93.6,3.693,3.91,154.6,196.1,436.4,436.4,1.563,13.38,-.984,4.789
104,185,200,.047,-4.241,-6.033,93.6,4.012,4.205,155.8,194.9,436.3,436.3,1.564,13.31,-1.117,5.174
104,185,300,.059,-4.2,-6.333,93.4,4.459,4.675,157.1,193.2,436.3,436.3,1.565,13.27,-1.415,5.619
104,185,400,.099,-5.053,-6.859,93.4,4.405,4.625,154.8,195.3,436.4,436.4,1.567,13.27,-1.97,5.442
104,185,500,.4,-3.336,-6.496,90.7,4.315,4.535,150,200.8,436.5,436.6,1.567,13.37,-2.31,5.233
104,185,600,.718,-1.243,-5.849,88.2,4.769,4.975,152.1,198.5,436,436,1.565,13.9,-1.756,5.782
104,185,700,1.103,.731,-5.286,86.4,4.94,5.147,153,196.5,435.5,435.5,1.564,14.32,-1.091,6.122
104,185,800,1.347,1.623,-4.803,85.9,5.325,5.541,159.2,190.8,434.7,434.7,1.563,14.92,-.467,6.377
104,185,900,1.761,3.896,-3.823,85,4.757,4.946,157,193.7,434.2,434.2,1.56,14.05,.378,5.514
104,185,1000,2.409,7.66,-2.745,83.6,4.438,4.616,161.5,190.1,433,433,1.558,13.44,1.341,5.762
104,185,1100,2.703,9.63,-2.265,83.3,3.826,3.993,160.5,189.1,432.2,432.2,1.557,13.36,2.071,4.939
104,185,1200,2.879,10.56,-1.81,82.3,2.945,3.101,164,186.5,431.6,431.6,1.559,13.29,2.585,3.874
104,185,1300,2.947,9.98,-1.597,82.8,2.642,2.815,158.4,190,430.8,430.8,1.565,13.26,2.704,3.11
104,185,1400,2.924,10.03,-1.479,82.6,2.487,2.654,154.2,196.2,430.3,430.3,1.581,13.24,2.632,3.103
104,185,1500,3.069,11.74,-1.439,82.7,2.754,2.922,152.7,197.5,429.9,429.9,1.588,13.25,2.714,3.358
104,185,1600,2.549,8.98,-1.79,84.9,2.607,2.786,146.1,203.2,429.6,429.6,1.589,13.33,2.766,3.391
104,185,1700,1.995,5.87,-2.024,85.8,2.58,2.757,137.2,212.4,430,430,1.593,13.34,2.592,3.182
104,185,1800,1.819,4.029,-2.223,86,2.657,2.855,137.6,211.8,430.5,430.5,1.597,13.48,2.484,3.548
