"JD","day","hour","s_in","s_out","temp","hum","wind1","wind2","w_dir1","w_dir2","press","press","sheight1","sheight2","t_max","wind_max"
231.875,231,2100,0.314,1.424,-2.369,94.7,7.2,7.19,215.5,137.3,433.1,433.1,1.775,14.61,2.603,8.71
231.916666666667,231,2200,0.046,-5.026,-2.827,95.2,6.799,6.79,209.6,142.8,433.1,433.1,1.776,14.27,2.743,8.7
231.958333333333,231,2300,0.027,-4.988,-2.896,93.6,6.542,6.564,205.4,146.4,434.2,434.2,1.776,13.48,2.574,8.07
232,232,0,0.027,-3.083,-3.056,93.4,5.235,5.327,193,157.1,434.4,434.4,1.776,13.4,2.24,6.906
232.041666666667,232,100,0.027,-1.599,-2.852,92.4,7,7.08,197.7,153.4,434.3,434.3,1.775,13.35,2.394,8.37
232.083333333333,232,200,0.027,-0.873,-2.748,91.6,7.07,7.21,193.5,157.1,434,433.9,1.775,13.3,2.518,8.67
232.125,232,300,0.027,0.029,-2.893,92,6.804,6.899,196,154.4,433.8,433.8,1.775,13.25,2.374,8.68
232.166666666667,232,400,0.027,-0.23,-2.947,92.2,6.266,6.416,189.1,161,434,434,1.776,13.23,2.364,7.56
232.208333333333,232,500,0.029,-0.695,-2.961,91.8,6.313,6.437,194.1,156.4,433.9,433.9,1.778,13.2,2.349,7.89
232.25,232,600,0.07,0.28,-3.105,92.8,5.585,5.705,192.4,159.3,433.7,433.7,1.778,13.18,2.156,7.4
232.291666666667,232,700,0.184,0.848,-3.05,92.7,5.933,5.979,198.3,152.8,433.4,433.4,1.781,13.23,2.096,7.58
232.333333333333,232,800,0.32,1.289,-2.999,92.1,5.925,5.971,198.8,152,433.3,433.3,1.78,13.56,2.11,7.8
232.375,232,900,0.565,2.286,-3.036,92.5,6.258,6.403,189.1,159.9,433.4,433.4,1.781,13.8,1.941,7.37
232.416666666667,232,1000,0.836,2.995,-3.064,92.4,6.205,6.299,194.1,156.9,433.2,433.2,1.786,13.88,1.887,7.89
232.458333333333,232,1100,1.099,4.257,-2.913,92,5.585,5.648,195.5,155.2,433.2,433.2,1.787,13.97,1.784,6.978
232.5,232,1200,1.446,6.218,-2.64,90.1,5.053,5.168,191.9,158.3,432.6,432.6,1.789,13.84,1.83,6.239
232.541666666667,232,1300,1.532,6.4,-2.396,88.8,4.279,4.396,192,158.3,431.8,431.8,1.783,13.57,2.048,5.606
232.583333333333,232,1400,1.472,6.088,-2.424,88.9,4.159,4.271,191.8,157.8,431.3,431.3,1.783,14.74,2.152,5.005
232.625,232,1500,1.319,4.947,-2.427,89.4,3.488,3.564,196.1,154.5,431.1,431.1,1.782,13.6,2.148,4.312
232.666666666667,232,1600,1.216,4.661,-2.591,90.9,2.861,2.95,191.8,158.1,431.1,431.1,1.781,14.41,2.019,3.868
232.708333333333,232,1700,0.993,3.26,-2.899,94.3,3.31,3.385,213.8,138.9,430.9,430.9,1.781,13.67,1.914,5.168
232.75,232,1800,1.161,4.885,-3.222,97.5,3.278,3.404,222.1,130.9,431.7,431.7,1.783,13.79,1.627,4.501
232.791666666667,232,1900,0.594,2.835,-3.448,98.4,2.927,3.091,220.6,132.5,431.3,431.3,1.783,13.62,1.499,4.155
232.833333333333,232,2000,0.236,1.101,-4.005,101,2.317,3.094,242,111.8,431.8,431.8,1.783,14.48,1.347,4.103
232.875,232,2100,0.099,0.167,-4.187,101.8,3.166,3.141,223.3,130.4,432.4,432.4,1.785,15.07,1.066,4.292
232.916666666667,232,2200,0.035,-0.08,-4.121,101.4,3.433,3.406,213.4,139.9,432.3,432.3,1.781,13.56,1.04,4.462
232.958333333333,232,2300,0.027,-0.208,-4.158,101.6,3.246,3.211,223.4,129.9,432.3,432.3,1.781,13.47,1,4.025
233,233,0,0.027,-0.232,-4.173,101.3,2.686,2.753,231.1,122.9,432.1,432.1,1.784,13.39,0.983,3.554
233.041666666667,233,100,0.027,-0.158,-4.269,101.7,1.846,2.238,241.3,112.7,432,432,1.786,13.34,0.862,2.986
233.083333333333,233,200,0.027,-0.144,-4.293,101.7,1.342,1.415,219.4,133.4,431.7,431.7,1.785,13.28,0.842,1.869
233.125,233,300,0.027,-0.17,-4.34,101.7,1.491,1.482,224.2,130,431.5,431.5,1.782,13.25,0.771,2.3
233.166666666667,233,400,0.027,-0.081,-4.478,102.1,1.52,1.662,232.9,121,431.4,431.4,1.783,13.22,0.641,2.391
233.208333333333,233,500,0.028,-0.102,-4.547,102.4,0.853,1.473,248.4,106.1,431.2,431.2,1.786,13.19,0.532,1.633
233.25,233,600,0.058,-0.073,-4.542,102.5,1.239,1.234,216.9,136.6,431.1,431.1,1.783,13.17,0.522,1.901
233.291666666667,233,700,0.16,0.25,-4.424,102.4,1.013,1.108,226.5,127.2,430.7,430.7,1.783,13.21,0.526,2.025
233.333333333333,233,800,0.486,0.178,-3.888,100.7,0.535,0.552,221.3,133.7,430.6,430.6,1.784,13.45,0.537,1.418
233.375,233,900,0.45,-1.053,-4.15,99.7,0.814,0.842,190.2,158.8,429.9,429.9,1.784,13.67,0.327,1.346
233.416666666667,233,1000,0.988,0.635,-3.296,94.9,0.44,0.594,222.2,130.1,430,430,1.783,13.7,0.269,1.222
233.458333333333,233,1100,1.451,2.006,-2.561,90,1.042,1.026,186.8,162.7,428.6,428.6,1.781,13.54,0.336,2.006
233.5,233,1200,1.931,1.254,-1.466,84.4,0.806,0.838,200.3,151,427.4,427.4,1.78,13.44,0.947,1.359
233.541666666667,233,1300,2.438,2.929,-0.957,80,1.087,1.091,148.8,199.3,425.2,425.2,1.778,13.41,1.662,1.81
233.583333333333,233,1400,1.972,4.121,-1.985,84,1.192,1.194,155,193.4,425,425,1.774,13.34,1.903,1.64
233.625,233,1500,1.756,-0.095,-0.86,78,0.535,0.61,268.3,87.2,425.6,425.6,1.774,13.31,2.293,1.058
233.666666666667,233,1600,1.887,0.831,0.001,75.1,0.842,0.798,192.4,150.1,425.6,425.6,1.773,13.4,1.845,1.62
233.708333333333,233,1700,1.531,-2.439,-2.716,87.1,0.791,0.795,141.5,205.9,425.4,425.4,1.774,13.64,1.267,1.169
233.75,233,1800,1.38,-2.173,-1.171,78.3,0.505,0.543,160.5,180.5,426,426,1.774,13.5,1.593,1.418
233.791666666667,233,1900,0.999,-1.811,-4.511,91.9,1.212,1.297,113.1,234.7,425.7,425.7,1.771,14.37,-0.106,1.561
233.833333333333,233,2000,0.327,0.483,-4.726,95,0.563,0.564,142.5,199.9,427.5,427.5,1.768,14.82,0.223,1.614
233.875,233,2100,0.118,-0.034,-4.849,98.2,0.684,0.673,107.6,258.1,428.4,428.4,1.765,14.31,0.158,1.914
233.916666666667,233,2200,0.035,-0.494,-5.658,101.9,1.145,1.141,83.5,263.9,429.3,429.3,1.768,13.56,-0.497,3.045
233.958333333333,233,2300,0.027,-0.583,-5.977,102.4,2.112,2.136,114,235.3,429.7,429.7,1.768,13.44,-0.959,3.339
234,234,0,0.026,-1.632,-6.537,101.3,1.63,1.648,118,231.3,429.9,429.9,1.77,13.37,-1.542,3.182
234.041666666667,234,100,0.025,-1.542,-7.35,102.7,0.435,0.391,159.9,182.6,430.2,430.2,1.773,13.31,-2.423,1.261
234.083333333333,234,200,0.024,-1.614,-8.14,102.1,0.891,0.842,187.7,162.2,430.4,430.4,1.777,13.26,-3.216,1.692
234.125,234,300,0.02,-1.747,-9.09,101,0.997,1.054,151.4,196.9,430.9,430.9,1.78,13.22,-4.089,1.901
234.166666666667,234,400,0.02,-0.477,-8.43,101.1,1.603,1.572,184.7,165.2,431.4,431.4,1.777,13.19,-3.989,2.215
234.208333333333,234,500,0.026,-0.469,-7.55,101.2,1.253,1.221,185.7,165.1,430.5,430.5,1.774,13.16,-3.038,2.025
234.25,234,600,0.062,-0.35,-7.19,101.2,0.642,0.669,226.2,126.2,430.1,430.1,1.773,13.14,-2.592,1.222
234.291666666667,234,700,0.216,-0.07,-6.666,100.7,0.944,0.893,183.1,166.9,429.8,429.8,1.771,13.19,-2.175,1.509
234.333333333333,234,800,0.489,0.243,-6.059,98.8,1.8,1.816,134.5,215.8,429.3,429.3,1.77,13.88,-1.723,2.809
234.375,234,900,0.727,0.605,-5.927,96.8,2.486,2.507,146.9,203,428.9,428.9,1.77,13.88,-1.589,3.345
234.416666666667,234,1000,1.024,1.111,-4.71,89.9,1.333,1.334,140.8,208,428.5,428.5,1.768,13.78,-1.016,2.287
234.458333333333,234,1100,1.449,2.313,-4.322,87.3,2.019,2.057,100.7,247.4,427.1,427.1,1.767,13.57,-0.558,3.103
234.5,234,1200,2.012,2.226,-4.042,85.3,2.752,2.825,105.4,243.2,426.8,426.8,1.765,13.6,0.003,4.567
234.541666666667,234,1300,1.991,4.461,-4.055,84.8,2.659,2.725,107.7,241.9,425.7,425.7,1.763,13.46,-0.022,4.756
234.583333333333,234,1400,2.282,2.988,-3.165,79.2,2.215,2.268,123.3,225.7,425.7,425.7,1.762,13.49,0.366,4.057
234.625,234,1500,2.18,4.933,-3.256,78.7,2.434,2.487,109.7,239.2,425,425,1.761,13.43,0.77,4.645
234.666666666667,234,1600,2.044,0.886,-3.549,80.2,2.896,2.985,92.5,255.8,425.1,425.1,1.759,13.54,0.804,4.332
234.708333333333,234,1700,1.844,-0.835,-3.973,82.9,2.819,2.926,128.5,220.7,425.4,425.4,1.759,14.4,0.452,3.508
234.75,234,1800,1.468,-1.304,-4.366,85.5,2.458,2.572,128.8,220.5,425.5,425.5,1.758,13.76,-0.11,3.26
234.791666666667,234,1900,1.037,-1.672,-4.949,86.4,3.097,3.221,143.5,206,425.6,425.6,1.755,14.44,-0.446,4.096
234.833333333333,234,2000,0.578,-2.751,-5.797,88.8,2.931,3.075,142.5,207.6,426.3,426.3,1.755,14.67,-1.061,3.456
234.875,234,2100,0.181,-4.685,-6.756,90.1,3.468,3.621,153.8,194.5,427,427,1.757,14.39,-1.732,4.194
234.916666666667,234,2200,0.035,-5.807,-7.73,91.5,3.508,3.686,142.1,207,428.4,428.4,1.76,13.61,-2.563,4.652
234.958333333333,234,2300,0.022,-5.791,-8.17,90.9,5.454,5.653,149.8,199.6,429.4,429.4,1.761,13.46,-3.299,7.4
235,235,0,0.02,-5.797,-8.34,91.9,5.54,5.705,152.8,196.8,429.4,429.4,1.761,13.39,-3.607,6.631
235.041666666667,235,100,0.02,-5.702,-8.44,91.7,5.353,5.51,150.3,198.5,429.6,429.6,1.762,13.33,-3.744,6.115
235.083333333333,235,200,0.02,-5.531,-8.92,90.7,5.278,5.446,150.2,198.2,429.7,429.7,1.763,13.27,-4.234,6.52
235.125,235,300,0.02,-5.464,-9.16,89.6,5.927,6.103,153.9,194.7,429.4,429.4,1.764,13.23,-4.488,7.07
235.166666666667,235,400,0.02,-5.399,-9.48,89.3,5.537,5.698,156.2,194,429.8,429.8,1.766,13.19,-4.799,6.729
235.208333333333,235,500,0.025,-5.35,-9.78,88.7,5.691,5.845,156.8,192.3,429.8,429.8,1.767,13.16,-5.146,6.618
235.25,235,600,0.091,-5.258,-9.58,86.5,6.709,6.884,165.1,183.6,430.1,430.1,1.766,13.14,-5.172,8.17
235.291666666667,235,700,0.378,-4.156,-9.67,85.3,7.34,7.52,168.9,179.5,429.6,429.6,1.767,15.17,-5.491,8.62
235.333333333333,235,800,0.796,-2.909,-9.51,85.5,6.236,6.38,172.8,176.1,429.7,429.7,1.768,14.78,-5.406,7.37
235.375,235,900,1.247,-2.654,-8.94,85.2,6.532,6.681,169.2,179.5,429.2,429.2,1.767,13.63,-4.772,7.91
235.416666666667,235,1000,1.676,-2.84,-8.15,84.2,6.882,7.04,169.2,180.6,428.4,428.4,1.765,13.52,-3.775,8.38
235.458333333333,235,1100,2.043,-3.035,-7.04,82.4,6.283,6.413,171.6,178,427.8,427.8,1.768,13.5,-2.534,8.01
235.5,235,1200,2.308,-2.972,-5.52,80.5,5.362,5.46,170.7,178.9,426.9,426.9,1.766,13.43,-1.005,6.788
235.541666666667,235,1300,2.454,-2.458,-4.523,80,6.502,6.637,170.4,179.2,425.4,425.4,1.763,13.37,0.252,8.18
235.583333333333,235,1400,2.471,-1.74,-3.925,78.9,6.154,6.303,158,191.6,424.4,424.4,1.761,13.44,0.831,8.11
235.625,235,1500,2.382,-1.487,-3.364,79,5.51,5.66,146.7,202,423.4,423.4,1.76,13.46,1.008,7.37
235.666666666667,235,1600,2.174,-1.491,-3.06,78.6,5.922,6.089,152.3,196.4,422.7,422.7,1.76,13.7,1.51,7.42
235.708333333333,235,1700,1.868,-1.688,-3.138,78.1,6.191,6.367,149.7,199.3,422.5,422.5,1.759,14,1.642,8.04
235.75,235,1800,1.475,-1.827,-3.449,78.2,6.685,6.864,157.2,192.2,422.2,422.2,1.761,14.51,1.477,8.75
235.791666666667,235,1900,1.05,-2.325,-4.318,81,6.202,6.374,155.9,194,422.1,422.1,1.762,14.09,0.548,7.59
235.833333333333,235,2000,0.579,-3.313,-5.439,83,6.64,6.831,153.2,196,422.2,422.2,1.766,14.68,-0.474,8.45
235.875,235,2100,0.144,-5.534,-6.761,84.1,7.06,7.27,154.4,194,422.7,422.7,1.77,14.7,-1.536,8.72
235.916666666667,235,2200,0.032,-6.204,-7.81,84.6,6.554,6.738,154.2,196.4,424,424,1.774,13.55,-2.655,8.06
235.958333333333,235,2300,0.021,-5.924,-8.88,85.3,6.375,6.563,149.3,199.7,424.6,424.6,1.777,13.45,-4.009,7.57
236,236,0,0.02,-5.649,-9.49,85.1,6.005,6.191,147.3,202.7,424.7,424.7,1.779,13.39,-4.756,7.34
236.041666666667,236,100,0.02,-5.669,-10.04,85.2,6.773,6.976,147.4,200.9,424.5,424.5,1.783,13.33,-5.375,7.82
236.083333333333,236,200,0.02,-5.51,-10.34,85.2,6.112,6.323,147.6,201.3,424.2,424.2,1.788,13.27,-5.776,7.17
236.125,236,300,0.02,-5.236,-11.12,86.2,4.651,4.849,140.8,208.7,424.1,424.1,1.791,13.22,-6.569,5.873
236.166666666667,236,400,0.02,-5.021,-11.8,86.7,4.687,4.871,141.3,208.4,423.9,423.9,1.793,13.18,-7.33,5.743
236.208333333333,236,500,0.023,-4.635,-12.19,86.4,3.832,4.007,144.5,204.4,423.7,423.7,1.795,13.15,-7.78,5.782
236.25,236,600,0.072,-4.303,-12.62,86.4,3.449,3.621,137,210.8,424.3,424.3,1.796,13.12,-8.37,4.508
236.291666666667,236,700,0.332,-2.974,-12.88,85.5,3.134,3.286,117.4,231.5,423.6,423.6,1.798,13.4,-9.22,3.959
236.333333333333,236,800,0.633,-2.198,-12.3,84.5,2.863,3,112.6,235.5,423.2,423.2,1.797,13.89,-8.78,3.6
236.375,236,900,1.3,-1.431,-10.28,79.1,2.441,2.549,108,240.6,422.3,422.3,1.793,13.91,-7.34,3.319
236.416666666667,236,1000,1.668,-2.238,-9.54,78.9,3.206,3.312,108.9,240.5,420.5,420.5,1.789,13.55,-5.844,3.9
236.458333333333,236,1100,2.045,-2.17,-8.22,75,2.507,2.552,114,235.3,419.6,419.6,1.792,13.45,-4.511,3.149
236.5,236,1200,2.311,-2.29,-7.04,73.1,2.113,2.151,108.3,239.9,418.5,418.5,1.787,13.36,-3.12,2.973
236.541666666667,236,1300,2.462,-3.01,-4.421,65.11,1.291,1.265,252.4,105.9,417.6,417.6,1.782,13.29,-1.56,2.345
236.583333333333,236,1400,2.498,-2.93,-5.534,74.8,2.392,2.423,138.4,238.8,415.7,415.7,1.779,13.23,-0.859,3.11
236.625,236,1500,2.397,-2.164,-4.847,70.9,3.673,3.787,11.44,338.6,416,416,1.776,13.45,-0.297,4.665
236.666666666667,236,1600,2.198,-2.57,-5.239,78.3,4.037,4.121,133.1,301,416.7,416.7,1.776,13.78,-0.799,4.907
236.708333333333,236,1700,1.843,-2.814,-5.504,84.8,4.499,4.574,62.43,317.8,417.4,417.4,1.777,13.69,-0.945,6.612
236.75,236,1800,1.495,-2.805,-5.788,87.9,3.287,3.403,19.57,336.6,418.3,418.3,1.775,14.39,-1.327,5.775
236.791666666667,236,1900,0.961,-2.348,-6.673,93,2.719,2.772,192.3,200.6,419,419,1.777,14.29,-2.26,5.096
236.833333333333,236,2000,0.3,0.74,-7.21,100.8,5.219,5.381,41.81,320.9,420.2,420.2,1.776,13.89,-2.145,6.978
236.875,236,2100,0.085,-0.087,-7.46,101.4,5.891,6.014,83.1,311.1,421.3,421.3,1.772,14.89,-2.567,7.54
236.916666666667,236,2200,0.031,-0.488,-7.7,100.2,6.119,6.313,9.1,342,422.3,422.3,1.769,13.56,-2.878,7.79
236.958333333333,236,2300,0.023,-0.415,-8.13,99.6,4.886,5.004,27.28,340.4,422.7,422.7,1.768,13.46,-3.358,6.801
237,237,0,0.023,-0.424,-8.03,98.8,4.384,4.468,40.9,332.4,423.2,423.2,1.774,13.39,-3.316,5.73
237.041666666667,237,100,0.022,-0.488,-8.43,99.4,3.884,3.954,27.48,333.5,423.5,423.5,1.78,13.33,-3.729,6.461
237.083333333333,237,200,0.021,-0.456,-8.68,100,3.288,3.334,148.5,244,423.8,423.8,1.784,13.27,-4.023,4.959
237.125,237,300,0.021,-0.412,-8.84,100.5,3.233,3.274,51.04,315.9,424.1,424.1,1.784,13.23,-4.216,4.776
237.166666666667,237,400,0.021,-0.376,-8.87,100.6,2.388,2.414,39.48,307.3,424.5,424.5,1.785,13.19,-4.285,3.927
237.208333333333,237,500,0.024,-0.4,-8.87,100.6,0.815,0.805,107.5,241.2,424.6,424.6,1.785,13.16,-4.286,1.588
237.25,237,600,0.051,-0.26,-8.7,101,1.045,1.058,197.6,155,424.9,424.9,1.784,13.13,-4.169,1.81
237.291666666667,237,700,0.191,0.233,-8.5,100.6,1.027,1.367,239,115.5,425.1,425.1,1.784,13.15,-4.055,1.855
237.333333333333,237,800,0.426,0.627,-8.28,99.9,1.449,1.865,242.3,111.6,425,425,1.784,13.46,-3.941,2.359
237.375,237,900,0.782,1.221,-7.95,98.8,1.636,2.437,246.9,107.3,424.8,424.8,1.783,14,-3.753,2.901
237.416666666667,237,1000,1.264,1.979,-7.19,92.4,2.385,2.397,234.8,119.6,424.6,424.6,1.782,13.73,-3.613,3.391
237.458333333333,237,1100,1.654,2.352,-6.687,84.9,2.948,3.023,232.4,121,423.9,423.9,1.786,13.79,-2.948,3.985
237.5,237,1200,2.072,0.759,-5.892,76.3,2.266,2.512,236.9,117.5,423.4,423.4,1.776,13.63,-2.37,3.593
237.541666666667,237,1300,2.318,1.592,-5.934,75.8,1.875,2.92,245.7,108.9,422.1,422.1,1.77,13.56,-2.078,3.423
237.583333333333,237,1400,2.408,-0.351,-6.228,75.9,2.466,3.428,247,107.5,422.2,422.2,1.774,13.58,-2.171,4.096
237.625,237,1500,2.107,-2.875,-6.122,75.2,2.262,2.538,236.8,116.9,422.3,422.3,1.776,13.75,-2.153,4.031
237.666666666667,237,1600,2.198,-2.639,-6.157,77.2,2.103,3.094,258.7,96.4,422.4,422.4,1.777,14.24,-2.285,3.717
237.708333333333,237,1700,1.539,-5.298,-6.596,79.1,1.252,2.365,251.1,103.3,422.3,422.3,1.776,14.18,-2.313,2.803
237.75,237,1800,1.527,-3.385,-6.51,81,1.488,2.486,246.7,106.7,422.8,422.8,1.775,13.99,-2.549,2.875
237.791666666667,237,1900,0.543,-0.406,-7.47,87.6,1.669,2.401,256.3,98.5,422.6,422.6,1.776,14.3,-2.694,3.672
237.833333333333,237,2000,0.425,-1.01,-7.62,89.1,1.361,1.702,240.3,112.4,423.9,423.9,1.776,13.81,-3.074,2.685
237.875,237,2100,0.142,-2.004,-8.37,94,1.018,1.366,251.2,101.8,424.2,424.2,1.778,14.98,-3.553,2.633
237.916666666667,237,2200,0.032,-3.152,-9.2,99.3,1.076,1.714,250.6,103,424.5,424.5,1.781,13.57,-4.401,2.528
237.958333333333,237,2300,0.021,-1.009,-9.6,103.2,1.929,1.849,207.9,143.6,425.1,425.1,1.782,13.47,-5.001,2.679
238,238,0,0.02,-0.803,-8.94,100.7,1.665,1.604,215.9,137.1,425,425,1.783,13.4,-4.437,2.156
238.041666666667,238,100,0.02,-1.227,-8.74,99.7,1.628,1.586,210.1,141.8,424.5,424.5,1.786,13.34,-4.166,2.032
238.083333333333,238,200,0.02,-0.812,-8.77,100,2.012,1.954,209,142.8,424.2,424.2,1.787,13.28,-4.195,3.43
238.125,238,300,0.02,-1.047,-8.99,100.4,2.741,2.676,219.3,134,423.8,423.8,1.788,13.24,-4.393,3.521
238.166666666667,238,400,0.02,-1.225,-9.15,100.7,3.115,3.09,228.8,126.4,423.6,423.6,1.789,13.19,-4.538,4.025
238.208333333333,238,500,0.023,-0.333,-8.99,101.5,2.387,2.864,254.3,100.2,423.6,423.6,1.789,13.17,-4.433,4.09
238.25,238,600,0.049,-0.556,-9.08,100.3,1.78,2.298,260.9,94.3,423.6,423.6,1.788,13.14,-4.542,3.567
238.291666666667,238,700,0.217,-1.122,-9.4,97,2.257,2.438,234.4,119.7,423.9,423.9,1.79,13.15,-4.893,3.815
238.333333333333,238,800,0.56,-0.049,-9.38,95.3,2.378,2.325,207.7,143.6,424.2,424.2,1.792,14.09,-5.282,3.842
238.375,238,900,1.219,-1.661,-8.6,88.1,2.426,2.402,191.2,158.9,424,424,1.792,14.79,-5.469,3.365
238.416666666667,238,1000,1.757,-3.549,-8.82,86.6,3.659,3.607,195,155.4,423.1,423.1,1.794,13.58,-5.19,5.142
238.458333333333,238,1100,2.131,-5.328,-8.85,86.1,4.809,4.766,195.1,154.5,422.5,422.5,1.795,13.48,-4.659,7.15
238.5,238,1200,2.407,-6.195,-9.05,85.6,6.427,6.482,181.5,167.9,422.5,422.5,1.795,13.52,-4.427,7.85
238.541666666667,238,1300,2.558,-7.39,-8.46,83.4,6.438,6.463,188.2,161.3,422.3,422.3,1.794,13.45,-4.064,7.7
238.583333333333,238,1400,2.582,-8.18,-7.79,82.4,5.579,5.58,187.6,162.8,421.8,421.8,1.792,13.49,-3.57,7.04
238.625,238,1500,2.474,-7.88,-7.16,81.2,4.72,4.732,186.4,162.6,421.6,421.6,1.789,13.5,-3.151,5.736
238.666666666667,238,1600,2.261,-7.14,-6.688,79.9,4.017,4.016,188.1,161.8,421.3,421.3,1.782,13.55,-2.957,4.874
238.708333333333,238,1700,1.918,-6.251,-6.746,81.1,3.461,3.495,184.3,165.4,421.3,421.3,1.781,14.52,-2.909,4.26
238.75,238,1800,1.506,-5.319,-7.56,84,3.338,3.441,175.5,173.5,421.6,421.6,1.782,14.28,-3.414,3.94
238.791666666667,238,1900,1.02,-4.859,-8.86,84.4,3.244,3.372,159,189.6,422.1,422.1,1.786,13.92,-4.646,3.717
238.833333333333,238,2000,0.542,-4.903,-10.02,83.2,3.832,3.992,165.8,183.2,422.9,422.9,1.79,14.51,-5.575,4.358
238.875,238,2100,0.155,-5.939,-11.48,82.6,3.944,4.111,160.4,188.9,423.7,423.7,1.797,14.4,-6.924,4.658
238.916666666667,238,2200,0.029,-6.204,-13.16,82.6,4.483,4.64,152.2,197.2,425.2,425.2,1.802,13.59,-8.44,5.717
238.958333333333,238,2300,0.022,-6.093,-13.78,79.3,4.673,4.838,153.2,195.2,426.3,426.3,1.805,13.48,-9.37,5.338
239,239,0,0.022,-5.93,-14.33,77.4,5.114,5.26,157.7,190.9,426.6,426.6,1.807,13.41,-10.06,5.847
239.041666666667,239,100,0.024,-5.856,-14.42,73.9,5.484,5.64,164.1,184.8,426.9,426.9,1.807,13.34,-10.24,6.501
239.083333333333,239,200,0.025,-5.642,-14.93,73.1,5.254,5.403,158.5,191.6,427,427,1.809,13.28,-10.8,6.52
239.125,239,300,0.026,-5.519,-15.28,70.7,5.472,5.621,159.4,189.6,427.3,427.3,1.811,13.22,-11.19,7.11
239.166666666667,239,400,0.026,-5.487,-15.55,69.6,5.531,5.693,162.6,186.4,427.2,427.2,1.813,13.17,-11.49,7.25
239.208333333333,239,500,0.027,-5.351,-15.68,70.1,4.998,5.178,160,188.8,427.2,427.2,1.813,13.13,-11.67,6.893
239.25,239,600,0.068,-5.23,-15.74,70.1,5.21,5.393,163.5,186.2,427.6,427.6,1.814,13.1,-11.86,6.625
239.291666666667,239,700,0.351,-4.417,-15.27,69.92,5.271,5.449,159.1,190.4,427.5,427.5,1.813,15.27,-11.83,6.657
239.333333333333,239,800,0.811,-3.333,-14.14,68.17,5.307,5.462,168.6,180.2,427.1,427.1,1.81,14.99,-10.83,6.429
239.375,239,900,1.294,-3.553,-13.3,69.69,5.405,5.551,173.2,176.8,426.3,426.3,1.807,14.09,-9.85,6.559
239.416666666667,239,1000,1.747,-4.674,-12.26,71.2,5.012,5.138,175.5,173.7,425.6,425.6,1.804,13.57,-8.67,6.429
239.458333333333,239,1100,2.124,-5.874,-10.65,71.1,3.871,3.973,174.5,175.2,425.1,425.1,1.799,13.49,-6.985,4.75
239.5,239,1200,2.398,-6.858,-9.09,71.4,3.675,3.707,188.4,161.8,424.2,424.2,1.793,13.39,-5.216,4.417
239.541666666667,239,1300,2.545,-7.94,-7.49,72.3,2.739,2.708,203.5,147.1,423.3,423.3,1.787,13.69,-3.881,4.123
239.583333333333,239,1400,2.564,-8.28,-6.869,76.3,2.918,3.033,233.7,121.5,422.4,422.4,1.782,13.32,-2.758,3.822
239.625,239,1500,2.451,-8.17,-6.459,79.5,2.239,3.006,244.3,109.6,422.8,422.8,1.78,13.59,-2.365,3.129
239.666666666667,239,1600,2.236,-8.22,-6.449,83.6,2.193,3.27,245.1,107.3,423.2,423.2,1.778,13.75,-2.367,3.136
239.708333333333,239,1700,1.883,-7.87,-6.642,85.4,1.843,2.956,246,107,423.8,423.8,1.778,14.35,-2.508,2.737
239.75,239,1800,1.466,-6.518,-7.3,88.9,2.307,2.735,239.6,112.9,424.5,424.5,1.78,13.84,-3.097,2.822
239.791666666667,239,1900,0.905,-3.453,-8.32,94,2.598,2.818,237.3,117,425.3,425.3,1.783,13.78,-4.044,3.358
239.833333333333,239,2000,0.304,0.693,-8.34,101.3,2.698,4.53,248.5,105.9,426.6,426.6,1.781,13.88,-3.546,5.671
239.875,239,2100,0.085,0.061,-8.46,101.1,2.588,4.541,250.8,103.9,427.4,427.4,1.784,14.38,-3.71,5.377
239.916666666667,239,2200,0.026,-0.187,-8.48,100.8,3.035,4.088,244.6,109.4,428.1,428.1,1.788,13.56,-3.812,5.553
239.958333333333,239,2300,0.02,-0.222,-8.46,100.6,3.037,3.694,238.4,114.4,428.6,428.6,1.787,13.47,-3.814,5.227
240,240,0,0.02,-0.284,-8.66,100.4,4.143,3.995,218,134.7,428.9,428.9,1.787,13.4,-4.017,5.455
240.041666666667,240,100,0.02,-0.248,-8.95,100.2,4.418,4.271,196.8,153.6,429.3,429.3,1.788,13.34,-4.315,5.821
240.083333333333,240,200,0.02,-0.243,-9.18,100.3,4.588,4.484,186.5,162.6,429.5,429.5,1.789,13.28,-4.565,5.436
240.125,240,300,0.02,-0.339,-9.57,99.9,3.434,3.298,192,158.1,429.5,429.5,1.79,13.24,-4.944,4.528
240.166666666667,240,400,0.02,-0.288,-9.77,99.8,3.34,3.219,180.5,169.3,429.7,429.7,1.791,13.2,-5.209,4.155
240.208333333333,240,500,0.022,-0.301,-10.28,99.6,3.794,3.672,174.7,175.4,429.8,429.8,1.793,13.16,-5.72,5.103
240.25,240,600,0.043,-0.219,-10.07,99.5,3.459,3.337,170.8,178.5,430,430,1.792,13.14,-5.604,4.397
240.291666666667,240,700,0.146,0.137,-10.02,99.2,3.983,3.841,180.7,169,429.9,429.9,1.792,13.14,-5.634,5.383
240.333333333333,240,800,0.412,0.772,-9.96,98.7,4.038,3.928,177.5,171.9,429.8,429.8,1.792,13.36,-5.633,5.285
240.375,240,900,1.133,-0.464,-10.31,92.5,5.697,5.637,171,178.3,429.6,429.6,1.794,14.77,-6.465,7.5
