t0,t1,variable,flag,comment,URL_graphic
2002-05-19T01:00:00+00:00,2003-05-09T00:00:00+00:00,HW1,CHECKME,Manually flagged by bav,
2015-06-07T01:00:00+00:00,2018-05-07T00:00:00+00:00,HW1,CHECKME,Manually flagged by bav,
2002-01-01T01:00:00+00:00,2003-05-09T00:00:00+00:00,HW2,CHECKME,Manually flagged by bav,
2010-03-25T01:00:00+00:00,2014-05-23T00:00:00+00:00,HW2,CHECKME,Manually flagged by bav,
2018-06-01T01:00:00+00:00,2019-05-20T00:00:00+00:00,HW2,CHECKME,Manually flagged by bav,

1999-10-15T01:00:00+00:00,2000-05-15T00:00:00+00:00,TA3,CHECKME,Manually flagged by bav,
2009-06-15T01:00:00+00:00,2010-05-02T00:00:00+00:00,TA3,CHECKME,Manually flagged by bav,
2018-09-27T01:00:00+00:00,2018-10-05T00:00:00+00:00,TA3,CHECKME,Manually flagged by bav,

2004-06-15T01:00:00+00:00,2004-08-25T00:00:00+00:00,OSR,CHECKME,Manually flagged by bav,
2004-06-15T01:00:00+00:00,2004-08-25T00:00:00+00:00,ISWR,CHECKME,Manually flagged by bav,
2011-05-26T09:00:00+00:00,2013-12-28T00:00:00+00:00,P,CHECKME,Manually flagged by bav,
2010-05-21T07:00:02+00:00,2010-09-25T00:00:00+00:00,P,CHECKME,Manually flagged by bav,
1996-09-14T22:00:00+00:00,1996-10-10T00:00:00+00:00,TA4,CHECKME,Manually flagged by bav,
2009-05-19T21:00:00+00:00,2009-07-19T00:00:00+00:00,TA4,CHECKME,Manually flagged by bav,
2009-09-09T12:00:00+00:00,2010-05-02T00:00:00+00:00,RH1,CHECKME,Manually flagged by bav,
2010-02-09T12:00:00+00:00,2010-05-02T00:00:00+00:00,RH2,CHECKME,Manually flagged by bav,
2012-11-06T22:00:00+00:00,2013-08-14T00:00:00+00:00,RH2,CHECKME,Manually flagged by bav,
2013-10-27T07:59:57+00:00,2014-05-20T00:00:00+00:00,RH2,CHECKME,Manually flagged by bav,

2013-06-13T01:00:00+00:00,2014-10-26T00:00:00+00:00,P,CHECKME,Manually flagged by bav,
2002-01-14T10:00:00+00:00,2003-04-29T00:00:00+00:00,P,CHECKME,Manually flagged by bav,
1999-04-19T21:00:00+00:00,1999-10-17T00:00:00+00:00,RH1,CHECKME,Manually flagged by bav,
2012-02-11T04:59:00+00:00,2012-11-06T00:00:00+00:00,RH2,CHECKME,Manually flagged by bav,

2012-05-07T18:00:00+00:00,2012-05-12T00:00:00+00:00,ISWR,CHECKME,Manually flagged by bav,
2004-05-09T15:00:00+00:00,2005-06-10T00:00:00+00:00,ISWR,CHECKME,Manually flagged by bav,
2004-05-09T15:00:00+00:00,2005-06-10T00:00:00+00:00,OSWR,CHECKME,Manually flagged by bav,
2016-01-01T00:00:00+00:00,2018-01-01T00:00:00+00:00,VW2,CHECKME,Manually flagged by bav,
2016-01-01T00:00:00+00:00,2018-01-01T00:00:00+00:00,RH2,CHECKME,Manually flagged by bav,

2021-06-01T00:00:00+00:00,,RH1,NAN,Drifiting sensor bav,
2010-01-01T00:00:00+00:00,,RH2,NAN,Drifiting sensor bav,
2022-06-15T00:00:00+00:00,,P,NAN,Manually flagged by bav,
2017-06-15T00:00:00+00:00,,VW2,NAN,Manually flagged by bav,

2010-01-01T00:00:00+00:00,,TS*,NAN,Manually flagged by bav,

2001-03-10T00:00:00+00:00,2001-04-20T00:00:00+00:00,TS5,NAN,Manually flagged by bav,
1999-12-01T00:00:00+00:00,1999-12-10T00:00:00+00:00,TS9,NAN,Manually flagged by bav,
2000-05-01T00:00:00+00:00,2001-04-17T00:00:00+00:00,TS9,NAN,Manually flagged by bav,
2000-05-01T00:00:00+00:00,2001-04-17T00:00:00+00:00,TS10,NAN,Manually flagged by bav,
2000-05-12T00:00:00+00:00,2000-05-18T00:00:00+00:00,TS*,NAN,Manually flagged by bav,

